Columna,Estaticos,Desaceledaro,Esperanza Futura,Emergentes,Grandes Creciendo
Probreza_Barreras a servicios para cuidado de la primera infancia__Efecto,Negativo - Muy Alto,Positivo - Indeterminado,Negativo - Alto,No significativo,Positivo - Indeterminado
Probreza_Barreras de acceso a servicios de salud__Efecto,Negativo - Indeterminado,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Probreza_Tasa de dependecia económica__Efecto,No significativo,Positivo - Indeterminado,Negativo - Muy Alto,No significativo,Positivo - Indeterminado
Probreza_Hacinamiento crítico__Efecto,Negativo - Muy Alto,Positivo - Indeterminado,Negativo - Muy Alto,No significativo,Positivo - Indeterminado
Probreza_Inadecuada eliminación de excretas__Efecto,Negativo - Indeterminado,Positivo - Indeterminado,Negativo - Muy Alto,No significativo,Positivo - Indeterminado
Probreza_Inasistencia escolar__Efecto,Negativo - Muy Alto,Positivo - Indeterminado,Negativo - Alto,No significativo,Positivo - Indeterminado
Probreza_Material inadecuado de paredes exteriores__Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_Material inadecuado de pisos__Efecto,Negativo - Muy Alto,Positivo - Indeterminado,Negativo - Muy Alto,No significativo,Positivo - Indeterminado
Probreza_Rezago escolar__Efecto,Negativo - Muy Alto,Positivo - Indeterminado,Negativo - Muy Alto,No significativo,Positivo - Indeterminado
Probreza_Sin acceso a fuente de agua mejorada__Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Probreza_Sin aseguramiento en salud__Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
Probreza_Trabajo infantil__Efecto,Negativo - Muy Alto,Positivo - Indeterminado,Negativo - Muy Alto,No significativo,Positivo - Indeterminado
Probreza_Trabajo informal__Efecto,Negativo - Muy Alto,Positivo - Indeterminado,Negativo - Alto,No significativo,Positivo - Indeterminado
Educacion_Población_5_16_Efecto,No significativo,No significativo,Negativo - Muy Bajo,No significativo,No significativo
Educacion_Tasa_Matriculación_5_16_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta_Transición_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta_Primaria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta_Secundaria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta_Media_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Bruta_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Bruta_Transición_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Bruta_Primaria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Bajo,Negativo - Indeterminado
Educacion_Cobertura_Bruta_Secundaria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Bruta_Media_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Tamaño_Promedio_De_Grupo_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Educacion_Sedes_Conectadas_A_Internet_Efecto,No significativo,Negativo - Indeterminado,No significativo,Positivo - Medio,Negativo - Indeterminado
Educacion_Deserción_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Deserción_Transición_Efecto,No significativo,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Deserción_Primaria_Efecto,No significativo,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Deserción_Secundaria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Deserción_Media_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Aprobación_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Aprobación_Transición_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Aprobación_Primaria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Aprobación_Secundaria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Aprobación_Media_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Reprobación_Efecto,Positivo - Alto,No significativo,No significativo,No significativo,Negativo - Indeterminado
Educacion_Reprobación_Transición_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Educacion_Reprobación_Primaria_Efecto,Positivo - Muy Alto,No significativo,No significativo,No significativo,Negativo - Indeterminado
Educacion_Reprobación_Secundaria_Efecto,Positivo - Muy Alto,No significativo,No significativo,No significativo,Negativo - Indeterminado
Educacion_Reprobación_Media_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
Educacion_Repitencia_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Educacion_Repitencia_Transición_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Educacion_Repitencia_Primaria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Educacion_Repitencia_Secundaria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Educacion_Repitencia_Media_Efecto,Positivo - Muy Alto,No significativo,No significativo,No significativo,Negativo - Indeterminado
Educacion_Población_5_16.1_Efecto,No significativo,No significativo,Negativo - Muy Bajo,No significativo,No significativo
Educacion_Tasa_Matriculación_5_16.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta_Transición.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta_Primaria.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta_Secundaria.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Neta_Media.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Bruta.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Bruta_Transición.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Bruta_Primaria.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Bruta_Secundaria.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Cobertura_Bruta_Media.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Tamaño_Promedio_De_Grupo.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Educacion_Sedes_Conectadas_A_Internet.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
Educacion_Deserción.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Deserción_Transición.1_Efecto,Positivo - Medio,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Deserción_Primaria.1_Efecto,Positivo - Medio,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Deserción_Secundaria.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
Educacion_Deserción_Media.1_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
